,Practice_Code,BNF_Code,BNF_Description,Items,Quantity,ADQ_Usage
1088,K83014,0408010U0AAABAB,Primidone_Tab 250mg,2,84,84.0
1089,L83085,0408010U0AABBBB,Primidone_Oral Susp 62.5mg/5ml,1,200,5.0
1090,C84013,0408010W0AABSBS,Sod Valpr_Gran Sach 500mg M/R S/F,2,112,93.33332
1091,P92029,0408010W0BBACAD,Epilim 500_Tab E/C 500mg,1,60,25.0
1092,P92008,0408010W0BBAJAZ,Epilim Chrono 200_Tab 200mg C/R,1,28,4.66666
1093,P92647,0408010W0BBAPBW,Epilim Chronosphere_Gran Sach 100mg M/R,1,240,19.99999
1094,P92016,0409010B0AAAAAA,Amantadine HCl_Cap 100mg,1,112,56.0
1095,L81065,0409010H0AAASAS,Ropinirole HCl_Tab 6mg M/R,1,28,28.0
1096,N81032,0409010H0BBABAB,ReQuip_Tab 1mg,2,168,56.0
1097,M82058,0409010H0BBADAD,ReQuip_Tab 5mg,1,84,69.99999
1098,L81087,0409010H0BIABAR,Ipinnia XL_Tab 3mg,3,21,31.5
1099,K84011,0409010H0BIACAL,Ipinnia XL_Tab 4mg,1,56,37.33333
1100,C84695,0409010H0BJAAAK,Ropilynz XL_Tab 2mg,2,7,4.66666
1101,L81012,0409010N0BEABAE,Caramet CR_Tab 50mg/200mg,1,60,30.0
1102,P86026,0409010S0AAAAAA,Tolcapone_Tab 100mg,2,84,55.99999
1103,L82018,0409010T0AAAAAA,Selegiline HCl_Tab 5mg,3,60,90.0
1104,L85025,0409010W0BDAFAF,Oprymea_Tab 0.52mg M/R,1,30,6.24
1105,M85107,0409010X0AAAEAE,L-Dopa/C-Dopa/Entacap_Tab75/18.75/200mg,1,120,30.0
1106,L81008,0409010X0BCABAA,Sastravi_Tab 50mg/12.5mg/200mg,2,28,14.0
1107,F81645,0409010X0BDAEAA,Stanek_Tab 50mg/12.5mg/200mg,2,112,56.0
1108,L81046,0409010X0BDAGAF,Stanek_Tab 125mg/31.25mg/200mg,2,100,50.0
1109,Y00705,0409020S0BCAAAE,Kemadrin_Tab 5mg,1,3,0.99999
1110,J81625,0409030P0BBACAC,Nootropil_Tab 1200mg,1,90,45.0
1111,C84094,0411000D0AAADAD,Donepezil HCl_Orodisper Tab 5mg S/F,2,28,37.33332
1112,E84063,0411000D0BBAAAA,Aricept_Tab 5mg,1,28,18.66666
1113,P92023,0411000E0AAADAD,Rivastigmine_Cap 6mg,1,56,56.0
1114,J81058,0411000E0BBAGAG,Exelon_Transdermal Patch 9.5mg/24hrs,1,30,30.0
1115,P85016,0411000E0BEABAG,Voleze_Transdermal Patch 9.5mg/24hrs,1,30,30.0
1116,P92012,0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,1,100,25.0
1117,M91017,0411000F0BLAAAE,Consion XL_Cap 8mg,3,28,42.0
1118,B85061,0411000F0BLACAG,Consion XL_Cap 24mg,1,56,84.0
1119,P92626,0411000G0AAAIAI,Memantine HCl_Tab Solb 20mg S/F,1,28,28.0
1120,P81005,0411000G0BBAAAA,Ebixa_Tab 10mg,1,56,28.0
1121,P92016,0411000G0BEABAD,Nemdatine_Tab 20mg,1,56,56.0
1122,P92033,0501012G0AAABAB,Fluclox Sod_Cap 500mg,2,20,20.0
1123,K84031,0501013B0BCABAB,Amoxil_Cap 500mg,3,21,42.0
1124,P81140,0501013E0AAABAB,Ampicillin_Cap 500mg,1,15,7.5
1125,F86624,0501013K0BBAAAA,Augmentin_Tab 375mg,1,21,6.99999
1126,P92621,0501021C0AAAAAA,Cefixime_Tab 200mg,1,56,56.0
1127,D83056,0501030F0AAAGAG,Demeclocycline HCl_Liq Spec 150mg/5ml,1,300,15.0
1128,P92008,0501030P0AAACAC,Minocycline HCl_Cap 100mg M/R,2,28,56.0
1129,L81064,0501050B0BBABAB,Klaricid Paed_Oral Susp 125mg/5ml,2,70,7.0
1130,P92639,0501070I0BCAAAD,Promixin_Pdr For Neb 1mega u,1,60,30.0
1131,M85086,0501070U0AAABAB,Vancomycin HCl_Cap 250mg,1,56,28.0
1132,E84678,0501090K0AAAIAI,Isoniazid_Tab 100mg,1,56,18.66666
1133,F84739,0501090S0BBAAAA,Rifinah_Tab 150mg/100mg,1,84,27.99999
1134,P84644,0501110G0AAABAB,Tinidazole_Tab 500mg,1,6,3.0
1135,J81028,0501120L0AAAJAJ,Ciprofloxacin_Tab 750mg,1,14,14.0
1136,K82013,0501120X0AAAAAA,Levofloxacin_Tab 500mg,1,10,20.0
1137,J83003,0501130R0BCAAAA,Macrodantin_Cap 50mg,1,20,5.0
1138,E81027,0502010B0AAAHAH,Fluconazole_Oral Susp 200mg/5ml,1,35,7.0
1139,P92038,0502010C0AAABAB,Itraconazole_Oral Soln 50mg/5ml S/F,1,150,7.5
1140,G82128,0503010D0AAADAD,Efavirenz_Tab 600mg,1,56,56.0
1141,P92019,0503021C0AAABAB,Aciclovir_Tab 200mg,2,25,3.33333
1142,P92034,0503021C0AAAEAE,Aciclovir_Tab Disper 800mg,2,35,18.66666
1143,J81634,0503021E0AAAAAA,Famciclovir_Tab 250mg,2,60,39.99998
1144,F81749,0503022B0BBAAAA,Valcyte_Tab 450mg,1,20,10.0
1145,P92012,0601021M0BFAAAM,Nazdol MR_Tab 30mg,2,28,10.5
1146,D82072,0601021M0BKAAAT,Laaglyda M/R_Tab 60mg,1,28,10.5
1147,D81031,0601021X0AAADAD,Tolbutamide_Tab 500mg,1,28,9.33333
1148,P92033,0601023Z0AAABAB,Vildagliptin/Metformin HCl_Tab50mg/850mg,3,56,84.0
1149,P92023,0601023Z0BBAAAA,Eucreas_Tab 50mg/1g,1,112,56.0
1150,P92020,0602020N0AAABAB,Propylthiouracil_Tab 50mg,1,56,28.0
1151,A88002,0606020A0AAAFAF,Alendronic Acid_Oral Soln 70mg/100ml S/F,1,4,0.28
1152,B83642,0606020R0AAAAAA,Risedronate Sod_Tab 5mg,1,28,28.0
1153,K82025,0902012H0AAAEAE,Gppe Pdr Sach_Dioralyte,1,20,5.0
1154,K84041,100101040BBAAAA,Mobiflex_Tab 20mg,1,30,30.0
1155,G84013,100101050AAAAAA,Acemetacin_Cap 60mg,1,112,56.0
1156,P92031,1001010AJAAADAD,Etoricoxib_Tab 30mg,1,56,28.0
1157,P92019,1001010AJBBABAB,Arcoxia_Tab 90mg,1,28,42.0
1158,P92015,1001010C0AAANAN,Diclofenac Sod_Cap 100mg M/R,1,28,28.0
1159,B81007,1001010C0AABLBL,Diclofenac Sod_Oral Susp 50mg/5ml,2,150,30.0
1160,E81612,1001010C0BBAGAJ,Voltarol_Tab Disper 50mg,1,30,15.0
1161,P84046,1001010C0CKAAAW,Econac SR_Tab 75mg,2,28,42.0
1162,P92016,1001010E0BBADAD,Lodine Sr_Tab 600mg,1,60,60.0
1163,C83064,1001010K0BDADAF,Indocid_Suppos 100mg,1,60,60.0
1164,D83046,1001010L0BNADAJ,Tiloket CR_Cap 200mg,1,84,111.99999
1165,G84015,1001010N0BBABAD,Ponstan Fte_Tab 500mg,1,30,15.0
1166,M86617,1001010P0AAADAD,Naproxen_Tab 250mg,2,28,18.66666
1167,P92020,1202010M0BBACAC,Flixonase_Aq Nsl Spy 50mcg (150 D),1,1,0.025
1168,P92016,1202010M0BCAAAC,Nasofan_Aq Nsl Spy 50mcg (150 D),1,1,0.025
1169,G82228,0101010Q0AAAGAG,Mag Hydrox_Oral Susp 7.45-8.35% BP,1,500,1316.66666
1170,L82038,0102000P0BCAEAD,Colofac MR_Cap 200mg,1,60,29.62962
1171,C88026,0102000T0AAAFAF,Peppermint Oil_Cap E/C 0.2ml M/R,1,50,16.66666
1172,P92016,0102000X0BCAAAA,Fybogel Mebeverine_Eff Gran Sach S/F,2,20,20.0
1173,P92020,0103010T0AAAIAI,Ranitidine HCl_Tab Eff 150mg,1,120,60.0
1174,B86103,0103030W0BBAAAA,De-Noltab_Tab 120mg,1,112,28.0
1175,M81056,0103050P0AABCBC,Omeprazole_Tab E/C 10mg,1,56,28.0
1176,L85008,0103050P0BGABAN,Mezzopram_Tab Disper G/R 20mg,7,28,196.0
1177,P92016,0103050R0AAABAB,Pantoprazole_Tab E/C 20mg,1,28,18.66666
1178,L82003,0104020L0AAARAR,Loperamide HCl_Orodisper Tab 2mg S/F,2,24,12.0
1179,F81155,0104020L0BBAIAA,Imodium LiquiCaps_Soft Cap 2mg,1,120,30.0
1180,C84053,0104020L0BJAAAD,Normaloe_Tab 2mg,1,28,7.0
1181,A81058,0105010B0AAAWAW,Mesalazine_Tab G/R 500mg,1,112,35.0
1182,L81087,0105010B0BDAGAP,Salofalk_Gran Sach G/R 500mg M/R,1,112,35.0
1183,C84035,0105010C0AAADAD,Olsalazine Sod_Tab 500mg,1,224,112.0
1184,P92019,0105010E0AAABAB,Sulfasalazine_Tab E/C 500mg,3,84,63.0
1185,L81101,0106010N0AAAAAA,Sterculia_Gran 62% G/F,1,1000,62.0
1186,D81004,0106020C0BDAAAA,Dulcolax_Tab 5mg,4,14,28.0
1187,D81061,0106020I0AAAKAK,Docusate Sod_Cap 100mg,1,84,42.0
1188,G83642,0106020L0AAAAAA,Glycerol_Suppos Infant's (1g),1,1,0.25
1189,P92016,0106020M0AAACAC,Senna_Tab 7.5mg,1,20,10.0
1190,C82650,0202010B0BEABAB,Neo-Naclex_Tab 2.5mg,1,28,28.0
1191,P92012,0202010P0AAAFAF,Indapamide_Tab 1.5mg M/R             @gn,1,30,18.0
1192,L81022,0202010P0BMAAAD,Cardide SR_Tab 1.5mg,1,90,54.0
1193,P92019,0202020L0AABNBN,Furosemide_Oral Soln 40mg/5ml S/F,1,300,60.0
1194,L81041,0202030S0AACQCQ,Spironol_Oral Soln 10mg/5ml,1,200,16.0
1195,L81015,0202030S0AAECEC,Spironol_Oral Susp 5mg/5ml,1,125,5.0
1196,K84033,0202040G0AAABAB,Co-Flumactone_Tab 50mg/50mg,1,84,42.0
1197,Y02657,0202040U0AAAAAA,Triamterene/Furosemide_Tab 50mg/40mg,2,28,56.0
1198,P92029,0203020D0AACICI,Amiodarone HCl_Oral Susp 50mg/5ml,1,200,10.0
1199,L82050,0203020P0AAABAB,Mexiletine HCl_Cap 200mg,1,100,25.0
1200,J82046,0203020P0AAAKAK,Mexiletine HCl_Oral Soln 50mg/5ml,1,800,10.0
1201,P92019,0204000H0AAABAB,Bisoprolol Fumar_Tab 10mg,4,56,224.0
1202,E81022,0204000I0BCABAC,Trandate_Tab 100mg,2,56,18.66666
1203,A86025,0204000K0AAAAAA,Metoprolol Tart_Inj 1mg/ml 5ml Amp,1,168,5.59999
1204,M85107,0204000M0AAAHAH,Nadolol_Oral Susp 20mg/5ml,1,100,3.33333
1205,M87012,0204000N0AAACAC,Oxprenolol HCl_Tab 40mg,1,112,28.0
1206,P92019,0204000R0AAABAB,Propranolol HCl_Cap 160mg M/R,17,28,634.66665
1207,M84001,0205010J0AAA8A8,Hydralazine HCl_Liq Spec 25mg/5ml,1,300,15.0
1208,D81049,0205010N0BBACAC,Loniten_Tab 10mg,3,60,90.0
1209,P92021,0205020H0AAAEAE,Methyldopa_Tab 500mg,1,224,112.0
1210,P92014,0205020M0AAACAC,Moxonidine_Tab 300mcg,1,112,112.0
1211,P92021,0205040D0AAAQAQ,Doxazosin Mesil_Tab 4mg M/R,1,112,112.0
1212,P92021,0205040D0AAARAR,Doxazosin Mesil_Tab 8mg M/R,1,112,224.0
1213,D81026,0205040D0BBABAB,Cardura_Tab 2mg,1,28,14.0
1214,L81039,0205040D0BDADAQ,Doxadura_XL Tab 4mg,1,84,84.0
1215,J81078,0205040V0BBABAB,Hytrin_Tab 2mg,1,28,11.2
1216,E81045,0205040V0BBADAD,Hytrin_Tab 10mg,1,28,56.0
1217,J81030,0205051Q0AAACAC,Quinapril HCl_Tab 20mg,1,28,37.33333
1218,P81086,0205051R0AAAGAG,Ramipril_Liq Spec 1.25mg/5ml,1,150,7.5
1219,J81073,0205051Y0AAAAAA,Perindopril Arginine_Tab 2.5mg,1,30,15.0
1220,P92016,0205052B0AAABAB,Olmesartan Medoxomil_Tab 20mg,1,56,74.66666
1221,P92020,0205052I0AAACAC,Irbesartan_Tab 300mg,6,56,672.0
1222,E85051,0205052I0AAADAD,Irbesartan_Tab 150mg                 @gn,1,84,84.0
1223,B83063,0205052N0BBAEAI,Cozaar_Oral Susp 2.5mg/ml,1,400,20.0
1224,F81128,0206020C0AABIBI,Diltiazem HCl_Oral Susp 60mg/5ml,1,500,33.33333
1225,P92653,0206020C0BIADAE,Slozem_Cap 300mg,1,28,46.66666
1226,C84001,0206020C0BJAEAE,Angitil XL 300_Cap 300mg,1,28,46.66666
1227,G83057,0206020C0BRABAT,Bi-Carzem SR_Cap 90mg,1,56,28.0
1228,E81034,0206020C0BYABAT,Kenzem SR_Cap 90mg,1,56,28.0
1229,Y00522,0206020F0BEABAC,Felotens XL_Tab 10mg,1,28,56.0
1230,E81034,0206020F0BEACAD,Felotens XL_Tab 2.5mg,1,56,28.0
1231,L81040,0206020L0BBABAB,Zanidip_Tab 20mg,1,56,112.0
1232,P92034,0206020R0BBABAB,Adalat_Cap 10mg,1,168,55.99999
1233,P92015,0206020R0BBAHAN,Adalat LA _Tab 30mg,9,56,504.0
1234,P92023,0206020R0BXAAAX,Fortipine LA40_Tab 40mg,1,180,239.99999
1235,G83067,0206020R0CFAAAR,Valni 20 Ret_Tab 20mg,1,56,37.33333
1236,H83006,0206020R0CFABAN,Valni XL_Tab 30mg,4,7,28.0
1237,D81064,0206020R0CIABAP,Adanif XL_Tab 60mg,1,28,56.0
1238,E82072,0206020R0CJAAAN,Nidef_Tab 30mg M/R,1,28,28.0
1239,P81022,0206020T0AAAJAJ,Verapamil HCl_Cap 180mg M/R,1,28,21.0
1240,C84013,0206020T0BDAEAH,Securon SR_Tab 240mg,2,28,56.0
1241,E81033,0206020T0BJAAAH,Vertab SR 240_Tab 240mg,1,28,28.0
1242,M84006,0209000A0AABBBB,Aspirin_Liq Spec 40mg/5ml,1,200,10.66666
1243,J83050,0209000L0BHAAAM,Ofcram PR_Cap 200mg,2,60,60.0
1244,P92021,0212000AAAAABAB,Rosuvastatin Calc_Tab 20mg,4,56,448.0
1245,M82035,0212000ABBCAAAA,Teromeg_Cap 1g,1,28,28.0
1246,P92028,0212000ACAAABAB,Simvastatin/Ezetimibe_Tab 40mg/10mg,1,28,28.0
1247,P92020,0212000B0AAABAB,Atorvastatin_Tab 20mg,4,7,28.0
1248,E81041,0212000M0BBAAAA,Lescol_Cap 20mg,1,56,28.0
1249,J81028,0212000Y0BBABAB,Zocor_Tab 20mg,1,56,37.33333
1250,J81027,0301011E0BCAAAB,Oxis 6_Turbohaler 6mcg (60 D),4,1,60.0
1251,Y03304,0301011R0AACCCC,Salbutamol_Pdr For Inh 100mcg (200D) Ref,1,1,50.0
1252,P92024,0301011R0BEAIAP,Ventolin_Evohaler 100mcg (200 D),2,2,200.0
1253,J81034,0301011R0BEANAX,Ventolin_Nebules Soln 2.5mg/2.5ml Ud,1,20,5.0
1254,P92035,0301011R0BIAEBD,Salamol_Steri-Neb Soln 5mg/2.5ml Ud,1,120,60.0
1255,D81008,0301011V0BBALAD,Bricanyl_Respule 2.5mg/ml 2ml Ud,2,60,30.0
1256,P92017,0301020I0AAANAN,Ipratrop Brom_Inha 20mcg (200 D) CFF,9,1,299.99999
1257,P92006,0301030S0AAABAB,Theophylline_Cap 60mg M/R,2,56,16.8
1258,P92616,0301030S0AAADAD,Theophylline_Cap 250mg M/R,1,56,35.0
1259,P92021,0301030S0BKAAAR,Uniphyllin Continus_Tab 400mg,1,56,56.0
1260,M84035,0301040R0BBABAB,Combivent UDVs_Neb Soln Ud 2.5ml,1,120,60.0
1261,G81088,0302000C0BIAFBK,Asmabec Clickhaler_D/P Inh 250mcg(100 D),1,1,62.5
1262,P92015,0302000K0BBAIAH,Pulmicort_Turbohaler 400mcg (50 D),1,2,100.0
1263,C84001,0302000K0BFAAAV,Budelin Novolizer_Inh 200mcg (100 D),1,1,50.0
1264,P81058,0302000K0BIAAAU,Fobumix_Easyhaler 320mcg/9mcg (60 D),2,1,60.0
1265,P92020,0302000N0BCAAAX,Seretide 100_Accuhaler 100mcg/50mcg(60D),1,1,30.0
1266,P92019,0302000U0AAAAAA,Ciclesonide_Inh 80mcg (120 D) CFF,1,1,60.0
1267,L81064,0302000U0AAACAC,Ciclesonide_Inh 160mcg (60 D) CFF,1,1,60.0
1268,P92042,0302000U0BBABAB,Alvesco 160_Inh 160mcg (120 D) CFF,1,1,120.0
1269,Y00522,0303020G0BBADAD,Singulair_Gran Sach Paed 4mg,1,28,11.2
1270,P92020,0304010D0AAABAB,Loratadine_Oral Soln 5mg/5ml,2,100,20.0
1271,E81035,0304010J0BBABAC,Atarax_Tab 25mg,2,28,56.0
1272,P92023,0401010N0AAAAAA,Loprazolam Mesil_Tab 1mg,4,21,84.0
1273,G83026,0401010R0AAAQAQ,Nitrazepam_Liq Spec 2.5mg/5ml S/F,1,240,24.0
1274,C88040,0401020R0AAABAB,Meprobamate_Tab 400mg,1,56,18.66666
1275,C84094,040201030BBAAAA,Risperdal_Tab 1mg,1,56,11.2
1276,E85008,040201030BBAKAP,Risperdal Quicklet_Orodisper Tab 3mg,8,14,67.2
1277,E81014,040201060AAAQAQ,Olanzapine_Tab 20mg,2,28,112.0
1278,G84604,040201060BBAHAL,Zyprexa_Tab 15mg,1,56,84.0
1279,L82037,0402010A0AAAAAA,Amisulpride_Tab 200mg,1,112,56.0
1280,P92028,0402010ABAAADAD,Quetiapine_Tab 200mg,4,21,55.99999
1281,P92016,0402010ABBHAEAY,Zaluron XL_Tab 400mg,1,28,37.33333
1282,P92023,0402010D0AAAJAJ,Chlorpromazine HCl_Tab 50mg,1,112,18.66666
1283,A89021,0402010D0AAAVAV,Chlorpromazine HCl_Oral Soln 25mg/5mlS/F,1,150,2.49999
1284,E85635,0402010J0AAA8A8,Haloperidol_Liq Spec 500mcg/5ml,1,100,1.25
1285,M92040,0402010J0AAAVAV,Haloperidol_Oral Soln 1mg/5ml S/F,1,400,10.0
1286,G81100,0402010S0AAADAD,Promazine HCl_Oral Soln 25mg/5ml,1,300,15.0
1287,P92020,0402010S0AAAEAE,Promazine HCl_Tab 25mg,1,42,10.5
1288,P81125,0402010U0AAAEAE,Sulpiride_Oral Soln 200mg/5ml S/F,1,600,30.0
1289,P92646,0402010X0AAAIAI,Trifluoperazine_Tab 5mg,1,56,14.0
1290,P92004,0402020G0AAAIAI,Flupentixol Decan_Inj 200mg/ml 1ml Amp,1,2,100.0
1291,P92017,0402020T0AAABAB,Haloperidol Decan_Inj 100mg/ml 1ml Amp,3,1,90.90909
1292,P92014,0402020Z0AAABAB,Zuclopenth Decan_Inj 500mg/ml 1ml Amp,1,2,66.66666
1293,J84016,0403010B0AABCBC,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,1,300,8.0
1294,F81106,0403010J0AAAAAA,Dosulepin HCl_Cap 25mg,2,28,18.66666
1295,E81022,0403010T0AAAAAA,Mianserin HCl_Tab 10mg,2,56,37.33333
1296,P92010,0403020K0AAACAC,Moclobemide_Tab 300mg,1,120,120.0
1297,L83113,0403020K0BBABAC,Manerix_Tab 300mg,1,28,28.0
1298,P92020,0403030D0AAAAAA,Citalopram Hydrob_Tab 20mg,58,28,1624.0
1299,P92014,0403030E0AAACAC,Fluoxetine HCl_Oral Soln 20mg/5ml,1,280,56.0
1300,L81078,0403030P0BBACAG,Seroxat_Liq 20mg/10ml S/F,1,150,15.0
1301,K82008,0403030Q0AAAQAQ,Sertraline HCl_Oral Susp 50mg/5ml,1,300,60.0
1302,C84094,0403030X0AAAFAF,Escitalopram_Oral Dps 20mg/ml S/F,2,15,60.0
1303,P92042,0403040W0AAAKAK,Venlafaxine_Tab 150mg M/R,1,28,42.0
1304,P92006,0403040W0BNABAK,Venlalic XL_Tab 150mg,1,30,45.0
1305,A84024,0403040X0AAAAAA,Mirtazapine_Tab 30mg,2,56,112.0
1306,C83007,0405010P0BDAAAA,Beacita_Cap 120mg,1,84,27.99999
1307,K82067,0406000J0AAABAB,Domperidone_Suppos 30mg,1,12,3.0
1308,P92031,0406000J0BBAEAJ,Motilium_Tab 10mg,1,84,27.99999
1309,B86022,0406000M0AAABAB,Granisetron HCl_Tab 1mg,4,14,28.0
1310,Y03700,0406000S0BBACAC,Zofran_Tab 8mg,1,10,5.0
1311,B82025,0407010F0BEAAAD,Tylex_Cap 30mg/500mg,1,100,16.66666
1312,P92026,0407010H0AAA5A5,Paracet_Oral Susp 500mg/5ml S/F,1,150,4.99999
1313,P92016,0407010H0AAAIAI,Paracet_Oral Susp Paed 120mg/5ml,2,200,3.2
1314,M85098,0407010H0AAAMAM,Paracet_Tab 500mg,3,60,30.0
1315,Y05675,0407010H0BEAAAI,Calpol_Infant Susp 120mg/5ml,1,100,0.8
1316,M81006,0407010H0CDABCW,Alvedon_Paed Suppos 60mg,1,10,0.2
1317,P92026,040702040AAAFAF,Tramadol HCl_Tab Solb 50mg S/F,1,28,7.0
1318,P92642,040702040AAAHAH,Tramadol HCl_Cap 100mg M/R,1,60,30.0
1319,P92020,040702040AAAIAI,Tramadol HCl_Cap 150mg M/R,1,30,22.5
1320,P92024,040702040AAAYAY,Tramadol HCl_Tab 50mg M/R,1,60,15.0
1321,L82003,040702040BBAHAE,Zydol XL_Tab 200mg,2,30,60.0
1322,P92042,040702040BDACAH,Zamadol SR_Cap 100mg,1,60,30.0
1323,B82042,040702040BHAFAE,Mabron_Tab 200mg M/R (Teva),1,56,56.0
1324,J82024,040702040BJADAJ,Tramquel SR_Cap 200mg,1,60,60.0
1325,C84013,040702040BKACAE,Tramulief SR_Tab 200mg,5,56,280.0
1326,K84020,040702040BLAAAC,Zeridame SR_Tab 100mg,1,60,30.0
1327,C83052,040702040BUAAAC,Maneo_Tab 100mg M/R,1,60,30.0
1328,L81025,040702050AAAEAE,Hydromorphone HCl_Cap 1.3mg,1,112,12.13333
1329,H82092,0407020A0BBAAAE,Durogesic_Transdermal Patch 25mcg,2,60,399.99998
1330,P92042,0407020A0BEADAG,Matrifen_Patch 75mcg/hr,1,10,33.33333
1331,P92019,0407020ADAAAIAI,Oxycodone HCl_Tab 80mg M/R,1,56,74.66666
1332,P92016,0407020ADAAANAN,Oxycodone HCl_Inj 50mg/ml 1ml Amp,1,20,11.11111
1333,P92642,0407020ADBBADAD,OxyNorm_Cap 10mg,1,112,18.66666
1334,P92006,0407020ADBNAEAG,Zomestine_Tab 20mg M/R,1,56,18.66666
1335,P92014,0407020C0AAADAD,Codeine Phos_Tab 15mg,23,56,214.66665
1336,E81027,0407020K0AAAGAG,Diamorph HCl_Inj 500mg Amp,2,15,500.0
1337,Y00898,0407020K0AACBCB,Diamorph HCl_Tab 10mg,2,56,37.33333
1338,K84072,0407020Q0AAADAD,Morph Sulf_Inj 30mg/1ml Amp,1,10,10.0
1339,L81007,0407020Q0AACPCP,Morph Sulf_Gran Sach 30mg M/R,1,30,9.0
1340,D81007,0407020Q0BBAHDC,MST Continus_Susp Gran Sach 60mg,2,30,36.0
1341,C84008,0407020Q0BNACAI,Morphgesic SR_Tab 60mg,1,112,67.2
1342,P92024,0407041T0AAAGAG,Sumatriptan_Aq Nsl Spy 20mg/0.1ml Ud,2,6,12.0
1343,C84035,0407041Z0BBAAAA,Zomig_Tab 2.5mg,1,24,24.0
1344,P81006,0407042F0AAAWAW,Clonidine HCl_Oral Susp 250mcg/5ml,1,150,75.0
1345,L81132,0407042Q0AAADAD,Pizotifen Malate_Oral Soln 250mcg/5ml,2,600,399.99998
1346,M85117,0407042Q0BBAAAB,Sanomigran_Tab 500mcg,1,60,199.99999
1347,P92014,040801050AAADAD,Topiramate_Tab 25mg,1,28,1.75
1348,G83642,040801060BDAACR,Tapclob_Oral Susp 5mg/5ml,1,500,25.0
1349,L81086,040801060BEAACS,Perizam_Oral Susp 2mg/1ml,1,300,30.0
1350,P92021,0408010A0BBACAC,Keppra_Tab 1g,1,90,59.99999
1351,J81013,0408010A0BDADAH,Desitrend_Oral Soln 100mg/ml,1,600,39.99999
1352,G81669,0408010ABBBAAAA,Gabitril_Tab 5mg,3,42,21.0
1353,N83002,0408010AEAAAIAI,Pregabalin_Cap 225mg,4,56,168.0
1354,P92033,0408010AEBBABAB,Lyrica_Cap 50mg,1,28,4.66666
1355,P92007,0408010AEBBAFAF,Lyrica_Cap 200mg,1,84,55.99999
1356,P92652,0408010AEBCACAB,Rewisca_Cap 50mg,1,56,9.33333
1357,P92021,0408010C0BBABAC,Tegretol_Tab 200mg,1,168,42.0
1358,P92024,0408010C0BBAFAH,Tegretol Prolonged Release_Tab 400mg M/R,2,56,56.0
1359,M85013,0408010C0BFAEAD,Carbagen_Tab 400mg,1,112,56.0
1360,P92015,0408010D0BBABAC,Trileptal_Tab 150mg,1,112,22.4
1361,Y03353,0408010F0AABCBC,Clonazepam_Liq Spec 250mcg/5ml,1,35,0.4375
1362,B82074,0408010F0BBABAC,Rivotril_Tab 2mg,1,100,50.0
1363,E84042,0408010G0AAAPAP,Gabapentin_Liq Spec 300mg/5ml,1,350,17.5
1364,E81061,0408010H0BBAAAB,Lamictal_Tab 50mg,1,56,14.0
1365,P92647,0408010H0BBAEAQ,Lamictal_Tab Disper 25mg,1,224,28.0
1366,Y04957,0408010H0BBAJAB,Lamictal_Tab 50mg (Non-Valpr),1,84,21.0
1367,P92607,0408010N0AAAIAI,Phenobarb_Tab 15mg,1,84,14.0
1368,P92019,0408010N0AACLCL,Phenobarb_Liq Spec 50mg/5ml,1,150,16.66666
1369,A88601,0408010N0AAEAEA,Phenobarb_Liq Spec 90mg/5ml,2,300,120.0
1370,P92019,0408010Q0AAAQAQ,Phenytoin_Sod Cap 300mg,4,28,112.0
1371,G83025,0408010U0AABCBC,Primidone_Oral Susp 250mg/5ml,4,150,60.0
1372,P92016,0408010W0AAAEAE,Sod Valpr_Oral Soln 200mg/5ml,1,1680,55.99999
1373,G83006,0408010W0AABVBV,Sod Valpr_Gran Sach 50mg M/R S/F,1,90,3.74999
1374,P92635,0408010W0BIADBS,Episenta_Gran Sach 500mg M/R,1,60,25.0
1375,L81065,0408010W0BIAEBT,Episenta_Gran Sach 1g M/R,1,28,23.33333
1376,C84024,0408010X0AAAFAF,Vigabatrin_Pdr Sach 500mg S/F,1,200,50.0
1377,P92634,0408010Z0BBABAC,Epanutin_Infatab 50mg,1,112,18.66666
1378,N81044,0409010H0BFAAAL,Repinex XL_Tab 4mg,2,28,37.33333
1379,L81102,0409010H0BIADAS,Ipinnia XL_Tab 6mg,1,112,112.0
1380,F81052,0409010K0AAAFAF,Co-Beneldopa_Cap 25mg/100mg M/R,1,28,9.33333
1381,P92023,0409010K0AAAKAK,Co-Beneldopa_Cap 50mg/200mg,1,224,74.66666
1382,P92026,0409010K0BBAKAB,Madopar_Cap 100mg/25mg,3,100,99.99999
1383,L81068,0409010N0AAABAB,Co-Careldopa_Tab 25mg/100mg,1,84,27.99999
1384,P92042,0409010N0BBAGAD,Sinemet_Tab 12.5mg/50mg,1,90,29.99999
1385,K84037,0409010W0BEAGAI,Pipexus_Tab 3.15mg M/R,1,30,37.8
1386,P92041,0409010X0BBABAB,Stalevo_Tab 100mg/25mg/200mg,1,168,42.0
1387,L81049,0409010X0BCAEAC,Sastravi_Tab 150mg/37.5mg/200mg,1,28,7.0
1388,M84006,0409010Z0BBAFAF,Neupro_Transdermal Patch 1mg/24hrs,1,28,28.0
1389,P92642,0409020C0AAAEAE,Trihexyphenidyl HCl_Tab 5mg,1,56,70.0
1390,A89012,0409030C0AAASAS,Tetrabenazine_Oral Susp 12.5mg/5ml,6,280,84.0
